1,1,120.52,335.30,137.14,56.99,0.8942,-1,-1,-1
1,2,733.01,268.21,73.30,37.33,0.8863,-1,-1,-1
1,3,224.29,251.96,80.32,39.55,0.6313,-1,-1,-1
1,4,0.11,252.79,21.62,43.68,0.3378,-1,-1,-1
2,1,98.71,337.67,143.57,59.69,0.8943,-1,-1,-1
2,2,722.42,270.09,72.78,37.06,0.8848,-1,-1,-1
2,3,223.81,252.50,78.47,38.62,0.6920,-1,-1,-1
2,4,0.33,253.64,21.37,43.15,0.3513,-1,-1,-1
3,1,79.02,341.89,141.73,58.87,0.8782,-1,-1,-1
3,2,708.98,271.03,75.15,38.28,0.8554,-1,-1,-1
3,3,223.03,252.52,78.87,38.78,0.7396,-1,-1,-1
3,4,0.58,252.01,22.35,45.07,0.4152,-1,-1,-1
4,1,52.98,345.75,145.42,60.41,0.8767,-1,-1,-1
4,2,695.61,273.28,74.37,37.82,0.8587,-1,-1,-1
4,3,222.36,252.93,78.98,38.75,0.6330,-1,-1,-1
5,1,23.94,348.79,151.06,62.77,0.8649,-1,-1,-1
5,2,681.19,275.19,74.78,37.97,0.8197,-1,-1,-1
5,3,220.31,252.84,80.01,39.17,0.6380,-1,-1,-1
6,1,1.02,352.21,153.17,63.71,0.8971,-1,-1,-1
6,2,666.56,277.11,77.72,39.46,0.8591,-1,-1,-1
6,3,218.93,252.90,81.50,39.78,0.6747,-1,-1,-1
7,1,0.00,356.88,139.73,65.10,0.9013,-1,-1,-1
7,2,651.49,279.58,78.44,39.79,0.8553,-1,-1,-1
7,3,218.04,252.93,81.18,39.36,0.7470,-1,-1,-1
8,1,0.00,361.26,126.12,66.06,0.8354,-1,-1,-1
8,2,636.37,280.92,80.86,41.02,0.8749,-1,-1,-1
8,3,216.89,252.73,82.50,39.78,0.7050,-1,-1,-1
9,1,0.00,365.41,104.79,59.91,0.8599,-1,-1,-1
9,2,622.25,283.26,81.03,40.97,0.8649,-1,-1,-1
9,3,215.43,252.80,83.54,40.04,0.6905,-1,-1,-1
10,1,0.00,369.82,85.63,56.07,0.8181,-1,-1,-1
10,2,607.58,285.95,80.55,40.54,0.8669,-1,-1,-1
10,3,213.92,252.71,84.25,40.08,0.7238,-1,-1,-1
11,2,592.29,287.60,82.35,41.26,0.8580,-1,-1,-1
11,3,213.30,253.03,84.70,39.90,0.7318,-1,-1,-1
12,2,577.78,289.51,82.48,41.15,0.6931,-1,-1,-1
12,3,212.15,253.16,85.19,39.72,0.7023,-1,-1,-1
13,2,562.50,290.52,82.23,40.67,0.6646,-1,-1,-1
13,3,211.47,253.28,86.33,39.92,0.7026,-1,-1,-1
14,3,211.51,253.70,86.90,39.81,0.8124,-1,-1,-1
15,2,527.13,294.76,94.83,47.41,0.5440,-1,-1,-1
15,3,211.64,254.03,87.24,39.68,0.8305,-1,-1,-1
16,2,511.87,300.04,90.60,44.92,0.6951,-1,-1,-1
16,3,211.10,254.02,87.96,39.70,0.7803,-1,-1,-1
17,2,495.84,303.45,90.05,44.27,0.6708,-1,-1,-1
17,3,210.44,254.11,88.48,39.69,0.7661,-1,-1,-1
18,2,477.72,305.30,91.37,44.65,0.8185,-1,-1,-1
18,3,209.62,253.72,88.87,39.62,0.7298,-1,-1,-1
19,2,460.56,307.22,95.30,46.41,0.7952,-1,-1,-1
19,3,209.29,253.43,89.78,39.88,0.7793,-1,-1,-1
20,2,439.92,307.98,100.47,49.32,0.8290,-1,-1,-1
20,3,209.58,253.72,89.96,39.76,0.7509,-1,-1,-1
21,2,423.21,310.67,101.49,49.85,0.8616,-1,-1,-1
21,3,209.92,253.73,91.01,40.01,0.7608,-1,-1,-1
22,2,406.56,314.93,101.07,49.43,0.8563,-1,-1,-1
22,3,210.09,254.18,90.48,39.60,0.8097,-1,-1,-1
23,2,387.89,317.72,104.07,50.82,0.8488,-1,-1,-1
23,3,209.73,254.10,91.28,39.83,0.8284,-1,-1,-1
24,2,368.25,319.86,108.33,53.03,0.8928,-1,-1,-1
24,3,210.06,254.38,90.97,39.56,0.8246,-1,-1,-1
25,2,348.04,321.48,112.29,55.13,0.8475,-1,-1,-1
25,3,210.05,254.33,91.30,39.66,0.7690,-1,-1,-1
26,2,329.14,325.11,113.39,55.71,0.8548,-1,-1,-1
26,3,209.70,254.41,91.47,39.52,0.8086,-1,-1,-1
27,2,309.80,328.89,114.36,56.10,0.8821,-1,-1,-1
27,3,209.10,254.32,92.06,39.66,0.7719,-1,-1,-1
28,2,289.74,332.46,115.58,56.64,0.8947,-1,-1,-1
28,3,208.78,254.10,92.70,39.90,0.6949,-1,-1,-1
29,2,268.63,336.32,117.07,57.15,0.8751,-1,-1,-1
29,3,208.50,254.00,92.97,39.95,0.7576,-1,-1,-1
30,2,246.49,338.80,121.54,59.30,0.8986,-1,-1,-1
30,3,208.56,254.00,92.96,39.87,0.8124,-1,-1,-1
31,2,224.67,342.58,123.64,60.12,0.8851,-1,-1,-1
31,3,208.04,253.44,93.15,39.90,0.7818,-1,-1,-1
32,2,201.29,345.65,128.13,62.27,0.8840,-1,-1,-1
32,3,208.21,253.61,93.17,39.84,0.8054,-1,-1,-1
33,2,178.23,349.16,131.21,63.67,0.8882,-1,-1,-1
33,3,208.16,253.37,93.52,39.98,0.7995,-1,-1,-1
34,2,153.54,352.67,135.58,65.69,0.9229,-1,-1,-1
34,3,207.99,253.29,93.68,40.05,0.7284,-1,-1,-1
35,2,130.17,356.84,139.31,67.18,0.9206,-1,-1,-1
35,3,208.04,253.30,94.09,40.23,0.7492,-1,-1,-1
36,2,104.78,361.47,142.22,68.36,0.9172,-1,-1,-1
36,3,208.58,253.63,93.81,40.04,0.7868,-1,-1,-1
37,2,79.92,367.01,143.31,68.38,0.8733,-1,-1,-1
37,3,208.59,253.61,94.24,40.24,0.7260,-1,-1,-1
37,8,0.33,279.22,21.36,19.62,0.3199,-1,-1,-1
38,2,53.15,371.94,145.77,69.03,0.8456,-1,-1,-1
38,3,208.41,253.39,94.43,40.32,0.7507,-1,-1,-1
39,2,25.23,376.37,150.94,70.97,0.8868,-1,-1,-1
39,3,208.30,253.29,94.21,40.23,0.7512,-1,-1,-1
39,8,0.53,279.12,20.86,19.15,0.3112,-1,-1,-1
40,2,0.00,380.49,156.06,73.77,0.8211,-1,-1,-1
40,3,208.78,253.29,93.98,40.11,0.6815,-1,-1,-1
41,2,0.00,384.10,140.93,76.56,0.8963,-1,-1,-1
41,3,208.34,253.07,94.10,40.16,0.7463,-1,-1,-1
42,2,0.00,387.62,127.03,79.43,0.8502,-1,-1,-1
42,3,208.21,252.80,94.03,40.16,0.7891,-1,-1,-1
42,8,0.64,278.75,20.47,18.77,0.2830,-1,-1,-1
43,2,0.00,393.62,103.48,71.14,0.7896,-1,-1,-1
43,3,208.27,252.71,94.02,40.08,0.7751,-1,-1,-1
44,2,0.00,401.31,80.64,64.13,0.6664,-1,-1,-1
44,3,209.02,252.73,94.05,40.00,0.7540,-1,-1,-1
45,3,209.38,253.07,93.89,39.92,0.7261,-1,-1,-1
46,3,208.62,252.90,94.77,40.32,0.7885,-1,-1,-1
47,3,208.57,252.73,95.11,40.50,0.8055,-1,-1,-1
48,3,208.17,252.71,94.35,40.15,0.7878,-1,-1,-1
49,3,208.38,252.92,94.19,40.07,0.8019,-1,-1,-1
50,3,207.19,252.59,95.64,40.80,0.7565,-1,-1,-1
51,3,207.40,252.46,95.35,40.75,0.7503,-1,-1,-1
52,3,207.34,252.64,94.76,40.49,0.7327,-1,-1,-1
53,3,207.62,252.93,93.83,40.07,0.7562,-1,-1,-1
54,3,208.00,253.23,93.55,39.92,0.7735,-1,-1,-1
55,3,208.17,253.45,93.61,39.91,0.8007,-1,-1,-1
56,3,208.43,253.72,93.67,39.85,0.7725,-1,-1,-1
57,3,208.95,254.02,93.39,39.71,0.7920,-1,-1,-1
57,14,928.43,225.48,29.31,63.52,0.3844,-1,-1,-1
58,3,208.98,254.33,93.54,39.77,0.8358,-1,-1,-1
58,14,925.22,226.53,30.12,64.82,0.5245,-1,-1,-1
59,3,208.80,254.66,93.05,39.58,0.8425,-1,-1,-1
59,14,922.11,226.38,31.31,66.56,0.7072,-1,-1,-1
60,3,209.07,254.74,92.93,39.54,0.8569,-1,-1,-1
60,14,918.55,226.65,32.87,68.48,0.7917,-1,-1,-1
61,3,209.52,255.14,92.55,39.36,0.8482,-1,-1,-1
61,14,915.08,226.50,34.15,68.97,0.5807,-1,-1,-1
62,3,209.78,255.53,92.00,39.09,0.8324,-1,-1,-1
62,14,911.84,227.02,36.10,70.28,0.7288,-1,-1,-1
63,3,209.82,255.70,92.27,39.16,0.8110,-1,-1,-1
63,14,908.74,227.87,38.58,72.16,0.8141,-1,-1,-1
64,3,209.27,255.86,92.53,39.24,0.8254,-1,-1,-1
64,14,904.29,228.69,41.11,73.06,0.8850,-1,-1,-1
65,3,209.78,256.26,91.88,38.91,0.8381,-1,-1,-1
65,14,899.60,229.01,44.20,74.22,0.9071,-1,-1,-1
66,3,209.68,256.52,91.95,38.90,0.8150,-1,-1,-1
66,14,894.55,230.60,47.20,74.26,0.9075,-1,-1,-1
67,3,209.56,256.34,92.50,39.07,0.8632,-1,-1,-1
67,14,889.50,231.89,50.72,74.54,0.9036,-1,-1,-1
68,3,209.51,256.28,92.94,39.23,0.8349,-1,-1,-1
68,14,884.52,232.16,55.14,75.95,0.8811,-1,-1,-1
69,3,209.52,256.54,92.26,38.93,0.7818,-1,-1,-1
69,14,879.18,232.98,59.29,76.26,0.9077,-1,-1,-1
70,3,209.24,256.70,92.26,38.93,0.8070,-1,-1,-1
70,14,873.78,233.41,64.46,77.88,0.9019,-1,-1,-1
71,3,209.30,256.61,92.70,39.15,0.8123,-1,-1,-1
71,14,867.31,233.65,70.09,79.67,0.9051,-1,-1,-1
72,3,209.37,256.67,93.22,39.39,0.8014,-1,-1,-1
72,14,860.40,234.37,75.93,81.22,0.9135,-1,-1,-1
73,3,209.25,256.99,92.93,39.30,0.7889,-1,-1,-1
73,14,852.20,234.54,81.95,82.18,0.9014,-1,-1,-1
74,3,209.56,257.05,93.36,39.48,0.7767,-1,-1,-1
