74,14,846.55,233.86,88.82,84.44,0.8751,-1,-1,-1
75,3,210.10,257.47,93.37,39.42,0.8042,-1,-1,-1
75,14,840.70,234.79,94.53,85.18,0.8545,-1,-1,-1
76,3,209.84,257.30,93.23,39.32,0.8126,-1,-1,-1
76,14,833.81,235.18,101.43,86.97,0.8710,-1,-1,-1
77,3,209.74,257.51,93.60,39.50,0.8052,-1,-1,-1
77,14,827.31,235.12,108.61,89.06,0.8315,-1,-1,-1
78,3,209.79,257.51,93.43,39.36,0.8354,-1,-1,-1
78,14,819.53,235.32,115.36,90.34,0.8803,-1,-1,-1
79,3,209.46,257.65,93.45,39.36,0.8107,-1,-1,-1
79,14,812.07,235.75,122.29,91.91,0.8828,-1,-1,-1
80,3,208.34,257.41,93.27,39.28,0.8160,-1,-1,-1
80,14,802.57,237.54,128.47,92.81,0.8578,-1,-1,-1
81,3,208.00,257.27,92.95,39.15,0.7955,-1,-1,-1
81,14,791.84,237.90,135.84,95.02,0.8815,-1,-1,-1
82,3,208.58,257.21,93.17,39.24,0.8095,-1,-1,-1
82,14,782.15,238.01,142.00,96.34,0.8764,-1,-1,-1
83,3,208.13,256.96,93.41,39.34,0.7837,-1,-1,-1
83,14,772.87,238.61,147.93,97.62,0.8672,-1,-1,-1
84,3,208.19,256.73,93.59,39.45,0.8058,-1,-1,-1
84,14,763.03,240.06,152.90,98.44,0.8560,-1,-1,-1
85,3,207.88,256.59,93.72,39.54,0.7724,-1,-1,-1
85,14,753.07,242.65,155.14,97.48,0.8384,-1,-1,-1
86,3,208.23,256.53,93.66,39.54,0.7526,-1,-1,-1
86,14,742.96,243.78,159.36,97.97,0.8904,-1,-1,-1
86,29,699.87,263.55,39.32,29.41,0.4976,-1,-1,-1
87,3,208.66,256.48,93.39,39.41,0.8344,-1,-1,-1
87,14,731.69,242.94,167.10,100.94,0.8734,-1,-1,-1
87,29,690.29,264.50,40.16,30.05,0.4162,-1,-1,-1
88,3,208.96,256.13,93.92,39.60,0.7753,-1,-1,-1
88,14,721.98,243.87,170.61,101.02,0.8609,-1,-1,-1
88,29,680.48,264.40,41.72,31.02,0.3695,-1,-1,-1
89,3,209.22,256.07,93.74,39.44,0.8066,-1,-1,-1
89,14,708.10,244.55,178.03,104.11,0.8944,-1,-1,-1
89,29,667.73,265.24,42.46,31.48,0.4525,-1,-1,-1
90,3,208.40,256.16,94.03,39.57,0.7949,-1,-1,-1
90,14,695.78,244.99,184.80,106.87,0.8746,-1,-1,-1
90,29,656.10,266.73,42.34,31.16,0.4005,-1,-1,-1
91,3,209.01,256.28,93.15,39.14,0.8123,-1,-1,-1
91,14,683.85,245.85,189.63,108.59,0.8727,-1,-1,-1
91,29,644.46,266.36,44.73,32.78,0.4284,-1,-1,-1
92,3,209.07,256.28,92.77,38.98,0.8297,-1,-1,-1
92,14,672.63,246.94,194.15,109.99,0.8805,-1,-1,-1
93,3,208.98,256.11,92.60,38.88,0.8013,-1,-1,-1
93,14,662.03,247.39,198.01,111.02,0.8561,-1,-1,-1
93,29,625.68,265.76,47.48,33.71,0.5249,-1,-1,-1
94,3,209.04,256.11,92.46,38.80,0.8090,-1,-1,-1
94,14,649.65,245.47,207.33,115.65,0.8842,-1,-1,-1
94,29,611.09,266.26,51.12,35.70,0.5440,-1,-1,-1
95,3,208.61,256.03,92.65,38.93,0.7922,-1,-1,-1
95,14,636.66,246.34,214.16,119.00,0.9040,-1,-1,-1
95,29,602.06,266.84,52.09,34.99,0.6636,-1,-1,-1
96,3,208.04,255.75,93.41,39.32,0.7757,-1,-1,-1
96,14,625.63,246.89,218.45,120.97,0.8954,-1,-1,-1
96,29,591.27,267.32,53.59,34.46,0.7527,-1,-1,-1
97,3,208.71,255.74,93.33,39.26,0.7732,-1,-1,-1
97,14,613.30,247.02,224.13,123.77,0.8943,-1,-1,-1
97,29,578.74,267.36,57.00,35.21,0.7979,-1,-1,-1
98,3,209.32,255.48,94.62,39.72,0.7667,-1,-1,-1
98,14,600.84,248.61,227.52,125.29,0.9038,-1,-1,-1
98,29,566.67,268.58,58.46,34.72,0.7166,-1,-1,-1
99,3,209.45,255.70,94.80,39.74,0.8080,-1,-1,-1
99,14,588.09,249.08,232.39,127.70,0.8882,-1,-1,-1
99,29,554.44,269.43,59.87,34.41,0.5575,-1,-1,-1
100,3,209.50,255.39,95.08,39.77,0.8014,-1,-1,-1
100,14,572.95,249.51,239.24,131.20,0.8832,-1,-1,-1
100,29,542.40,270.03,63.53,34.70,0.5275,-1,-1,-1
101,3,208.31,255.13,94.95,39.72,0.7969,-1,-1,-1
101,14,557.81,249.01,246.11,134.84,0.8754,-1,-1,-1
101,29,527.44,270.74,66.82,35.17,0.7461,-1,-1,-1
102,3,208.10,255.24,94.71,39.66,0.7744,-1,-1,-1
102,14,545.45,249.60,249.46,136.46,0.8898,-1,-1,-1
102,29,512.22,271.14,68.97,35.03,0.5894,-1,-1,-1
103,3,207.69,255.35,94.44,39.66,0.7156,-1,-1,-1
103,14,533.24,252.79,250.51,136.39,0.8827,-1,-1,-1
103,29,498.28,270.71,74.59,36.65,0.3735,-1,-1,-1
104,3,207.29,255.11,95.01,40.05,0.7013,-1,-1,-1
104,14,521.19,254.34,253.60,137.58,0.8973,-1,-1,-1
104,29,484.12,271.79,77.54,36.94,0.6076,-1,-1,-1
105,3,206.96,255.05,95.01,40.18,0.7495,-1,-1,-1
105,14,506.52,254.54,260.76,141.25,0.8991,-1,-1,-1
105,29,463.42,272.59,76.76,36.51,0.8939,-1,-1,-1
106,3,206.52,254.86,94.36,40.12,0.7522,-1,-1,-1
106,14,495.41,257.94,259.09,139.41,0.8957,-1,-1,-1
106,29,449.72,272.72,78.78,36.86,0.8656,-1,-1,-1
106,36,0.09,280.44,20.67,20.61,0.3685,-1,-1,-1
107,3,207.50,254.99,94.15,40.06,0.6853,-1,-1,-1
107,14,483.11,259.22,263.28,140.96,0.9049,-1,-1,-1
107,29,440.07,274.22,79.51,36.03,0.8143,-1,-1,-1
107,36,0.18,280.09,20.85,20.78,0.3525,-1,-1,-1
107,38,678.65,254.48,64.89,16.88,0.5200,-1,-1,-1
107,39,943.88,230.27,14.70,37.17,0.7190,-1,-1,-1
108,3,208.02,255.08,93.99,40.06,0.6632,-1,-1,-1
108,14,462.44,257.96,276.26,147.60,0.9033,-1,-1,-1
108,29,424.71,274.98,83.37,37.00,0.8450,-1,-1,-1
108,36,0.00,279.15,21.81,22.12,0.3395,-1,-1,-1
108,39,941.23,229.49,15.49,38.78,0.5144,-1,-1,-1
109,3,208.45,255.27,93.33,39.79,0.7058,-1,-1,-1
109,14,442.53,256.70,290.34,155.43,0.9153,-1,-1,-1
109,29,411.23,275.57,85.85,37.18,0.8401,-1,-1,-1
109,36,0.00,280.15,20.81,20.86,0.3037,-1,-1,-1
109,39,938.94,229.94,15.74,38.60,0.5604,-1,-1,-1
110,3,208.82,255.35,92.31,39.29,0.7519,-1,-1,-1
110,14,422.53,257.63,297.58,158.69,0.9316,-1,-1,-1
110,29,397.94,276.30,87.50,37.01,0.8637,-1,-1,-1
110,36,0.00,280.08,20.22,20.53,0.4577,-1,-1,-1
110,39,935.42,230.11,16.64,39.29,0.5616,-1,-1,-1
111,3,208.78,255.50,92.06,39.08,0.7799,-1,-1,-1
111,14,406.01,258.43,305.37,162.71,0.9306,-1,-1,-1
111,29,382.60,277.47,90.26,37.37,0.8673,-1,-1,-1
111,36,0.00,279.80,21.05,21.11,0.3054,-1,-1,-1
112,3,209.07,255.52,92.31,39.15,0.7902,-1,-1,-1
112,14,388.90,265.25,306.53,162.09,0.9088,-1,-1,-1
112,29,366.71,278.05,93.98,38.29,0.8514,-1,-1,-1
112,36,0.00,279.82,21.18,21.26,0.3263,-1,-1,-1
112,42,918.50,214.82,40.00,55.01,0.5826,-1,-1,-1
113,3,208.99,255.57,92.16,39.05,0.8221,-1,-1,-1
113,14,369.52,266.08,315.33,165.78,0.9176,-1,-1,-1
113,29,347.91,278.35,102.75,41.79,0.8306,-1,-1,-1
113,36,0.23,280.00,20.97,20.96,0.3637,-1,-1,-1
113,42,916.95,215.68,40.08,54.94,0.5777,-1,-1,-1
114,3,208.83,255.41,93.27,39.56,0.8261,-1,-1,-1
114,14,351.85,268.80,320.51,167.15,0.9057,-1,-1,-1
114,29,332.79,278.68,104.13,42.08,0.8467,-1,-1,-1
114,36,0.52,281.17,19.78,19.68,0.3654,-1,-1,-1
114,42,914.10,215.16,41.27,56.20,0.5617,-1,-1,-1
114,45,579.77,259.13,94.37,22.53,0.4374,-1,-1,-1
115,3,208.58,255.37,93.18,39.56,0.8292,-1,-1,-1
115,14,332.00,269.55,331.20,171.77,0.8669,-1,-1,-1
115,29,317.55,279.71,105.26,42.36,0.7910,-1,-1,-1
115,36,0.00,279.85,21.03,21.13,0.3262,-1,-1,-1
115,42,911.27,215.00,42.41,57.08,0.5276,-1,-1,-1
115,45,560.77,258.86,102.14,24.45,0.5639,-1,-1,-1
116,3,209.19,255.52,92.54,39.24,0.7800,-1,-1,-1
116,14,311.98,265.60,344.76,178.86,0.8910,-1,-1,-1
116,29,304.94,280.67,101.57,40.30,0.7148,-1,-1,-1
116,36,0.04,280.53,20.85,20.82,0.2524,-1,-1,-1
116,42,908.32,215.14,43.49,57.49,0.5920,-1,-1,-1
116,45,545.07,259.86,105.12,25.27,0.4489,-1,-1,-1
117,3,209.11,255.39,92.22,39.07,0.7707,-1,-1,-1
117,14,291.33,268.98,350.77,181.08,0.8807,-1,-1,-1
117,29,287.58,280.80,105.60,41.62,0.7603,-1,-1,-1
117,36,0.11,280.49,20.55,20.50,0.3802,-1,-1,-1
117,42,905.27,215.47,44.96,58.03,0.6769,-1,-1,-1
117,45,532.64,260.66,110.13,26.79,0.6198,-1,-1,-1
118,3,210.07,255.54,91.34,38.55,0.7852,-1,-1,-1
118,14,274.78,275.92,352.42,180.50,0.8898,-1,-1,-1
118,29,273.03,281.56,104.04,40.45,0.7710,-1,-1,-1
118,36,0.00,279.49,21.27,21.68,0.3507,-1,-1,-1
118,42,901.45,216.30,46.50,58.01,0.5946,-1,-1,-1
118,45,505.78,261.21,122.55,30.03,0.4880,-1,-1,-1
119,3,210.31,255.97,91.11,38.34,0.7599,-1,-1,-1
119,14,255.27,278.07,362.71,185.29,0.8864,-1,-1,-1
119,29,256.56,283.74,106.79,41.16,0.7340,-1,-1,-1
119,36,0.00,280.11,21.12,21.44,0.2837,-1,-1,-1
119,42,897.59,216.88,48.46,58.04,0.6777,-1,-1,-1
119,45,484.14,261.77,131.82,32.67,0.4815,-1,-1,-1
120,3,210.77,255.83,90.68,38.03,0.7471,-1,-1,-1
120,14,237.42,282.22,368.42,186.96,0.8769,-1,-1,-1
120,29,242.43,285.52,104.77,39.80,0.7894,-1,-1,-1
120,36,0.00,280.52,21.18,21.51,0.3022,-1,-1,-1
120,42,892.20,217.43,50.66,58.34,0.7837,-1,-1,-1
120,45,470.21,263.51,126.68,31.53,0.5353,-1,-1,-1
121,3,211.10,255.90,90.08,37.60,0.6835,-1,-1,-1
121,14,221.27,288.28,372.16,187.89,0.8917,-1,-1,-1
121,29,225.70,286.74,105.98,39.79,0.8340,-1,-1,-1
121,36,0.00,280.47,21.52,22.00,0.2842,-1,-1,-1
121,42,886.38,217.58,52.69,58.53,0.7226,-1,-1,-1
121,45,454.36,264.71,130.79,32.93,0.7030,-1,-1,-1
122,3,212.18,255.92,88.36,36.62,0.7737,-1,-1,-1
122,14,197.64,293.69,377.63,188.86,0.8913,-1,-1,-1
122,29,207.63,286.62,110.32,41.20,0.8221,-1,-1,-1
122,36,0.00,277.35,22.98,25.44,0.2630,-1,-1,-1
122,42,880.69,218.09,54.84,58.81,0.7314,-1,-1,-1
122,45,429.79,265.36,137.23,35.48,0.8090,-1,-1,-1
123,3,211.79,256.28,89.61,37.00,0.7851,-1,-1,-1
123,14,172.54,296.52,387.98,192.49,0.9025,-1,-1,-1
123,29,188.29,286.57,115.38,43.01,0.8365,-1,-1,-1
123,42,873.55,218.38,57.20,59.20,0.7570,-1,-1,-1
123,45,413.75,265.71,143.27,37.91,0.8667,-1,-1,-1
124,3,209.54,256.17,92.92,38.42,0.8243,-1,-1,-1
124,14,149.49,299.31,399.06,196.79,0.9051,-1,-1,-1
124,29,169.56,287.41,119.18,44.42,0.8440,-1,-1,-1
124,42,866.90,218.90,59.24,59.50,0.6905,-1,-1,-1
124,45,400.86,266.33,148.75,40.22,0.8667,-1,-1,-1
125,3,208.46,256.10,94.42,39.12,0.8169,-1,-1,-1
125,14,123.77,300.79,411.75,201.93,0.9054,-1,-1,-1
125,29,153.55,289.41,119.45,44.39,0.8623,-1,-1,-1
125,42,861.28,219.22,61.02,59.65,0.7991,-1,-1,-1
125,45,385.66,267.02,154.32,42.72,0.8864,-1,-1,-1
126,3,208.27,255.97,94.66,39.31,0.7774,-1,-1,-1
126,14,94.61,303.05,423.71,206.08,0.8956,-1,-1,-1
126,29,134.64,290.58,122.62,45.52,0.8841,-1,-1,-1
126,42,854.00,219.16,63.69,60.61,0.6833,-1,-1,-1
126,45,370.63,268.03,155.45,44.03,0.8732,-1,-1,-1
127,3,208.80,256.20,94.21,39.23,0.7715,-1,-1,-1
127,14,64.76,306.02,437.34,210.80,0.9117,-1,-1,-1
127,29,117.47,292.20,123.12,45.60,0.9116,-1,-1,-1
127,42,847.95,219.32,65.75,60.90,0.5694,-1,-1,-1
127,45,355.48,268.64,159.02,46.20,0.8799,-1,-1,-1
128,3,209.19,256.60,93.96,39.21,0.6353,-1,-1,-1
128,14,35.86,308.06,457.12,219.29,0.9106,-1,-1,-1
128,29,99.75,293.75,124.25,45.91,0.8927,-1,-1,-1
128,42,840.82,219.63,67.71,61.15,0.5344,-1,-1,-1
128,45,342.48,269.01,157.10,46.69,0.8523,-1,-1,-1
129,3,208.91,256.62,94.06,39.34,0.6431,-1,-1,-1
129,14,9.35,309.84,473.41,226.55,0.8978,-1,-1,-1
129,29,81.97,294.78,125.76,46.35,0.8844,-1,-1,-1
129,42,833.83,219.74,70.11,61.93,0.6032,-1,-1,-1
129,45,326.48,269.77,159.95,48.73,0.8650,-1,-1,-1
130,3,211.11,256.49,93.39,39.39,0.5013,-1,-1,-1
130,14,0.00,311.81,472.73,228.19,0.8951,-1,-1,-1
130,29,63.44,296.75,126.36,46.38,0.8774,-1,-1,-1
130,42,826.98,220.18,71.90,62.16,0.7596,-1,-1,-1
130,45,312.62,270.55,160.38,49.96,0.8757,-1,-1,-1
131,3,219.50,256.82,90.02,38.88,0.6626,-1,-1,-1
131,14,0.00,313.48,463.60,226.52,0.9105,-1,-1,-1
131,29,45.49,298.86,125.63,45.76,0.8684,-1,-1,-1
131,42,821.00,220.67,73.87,62.76,0.8269,-1,-1,-1
131,45,300.47,272.03,155.80,49.51,0.8395,-1,-1,-1
132,3,223.18,256.86,87.92,38.91,0.6001,-1,-1,-1
132,14,0.00,317.00,450.78,223.00,0.8971,-1,-1,-1
132,29,25.72,300.85,128.77,46.76,0.8756,-1,-1,-1
132,42,813.42,221.20,75.76,63.26,0.7310,-1,-1,-1
132,45,286.02,272.62,154.34,50.02,0.8143,-1,-1,-1
133,3,219.75,256.90,87.37,38.95,0.6063,-1,-1,-1
133,14,0.00,321.02,436.86,218.98,0.9185,-1,-1,-1
133,29,6.64,302.62,130.19,47.11,0.8900,-1,-1,-1
133,42,807.06,221.81,77.37,63.60,0.8040,-1,-1,-1
133,45,272.18,273.16,151.07,49.75,0.7983,-1,-1,-1
134,3,215.47,257.05,87.32,38.81,0.6350,-1,-1,-1
134,14,0.00,324.23,424.32,215.77,0.9275,-1,-1,-1
134,29,0.00,303.71,123.73,48.02,0.8750,-1,-1,-1
134,42,799.84,222.32,78.55,63.70,0.8079,-1,-1,-1
134,45,256.09,274.46,152.74,51.28,0.8651,-1,-1,-1
135,3,220.17,257.23,84.46,37.89,0.7046,-1,-1,-1
135,14,0.00,329.26,408.38,210.74,0.9433,-1,-1,-1
135,29,0.00,306.06,112.14,48.15,0.8839,-1,-1,-1
135,42,791.93,222.67,80.04,63.84,0.7293,-1,-1,-1
135,45,245.25,275.76,143.22,48.48,0.8417,-1,-1,-1
136,3,223.19,257.10,80.22,36.30,0.7449,-1,-1,-1
136,14,0.00,332.03,394.14,207.97,0.9361,-1,-1,-1
136,29,0.00,306.58,101.51,48.87,0.8829,-1,-1,-1
136,42,784.64,223.17,81.53,64.20,0.7552,-1,-1,-1
136,45,230.01,277.09,140.88,48.12,0.8334,-1,-1,-1
137,3,220.44,257.08,80.35,36.40,0.6902,-1,-1,-1
137,14,0.00,336.53,378.02,203.47,0.9487,-1,-1,-1
137,29,0.00,309.28,85.58,45.06,0.8762,-1,-1,-1
137,42,776.99,223.60,83.06,64.42,0.7617,-1,-1,-1
137,45,213.27,277.85,143.30,49.49,0.8573,-1,-1,-1
138,3,221.29,256.97,78.26,35.49,0.7040,-1,-1,-1
138,14,0.00,339.36,362.37,200.64,0.9462,-1,-1,-1
138,29,0.00,312.51,69.94,41.60,0.8160,-1,-1,-1
138,42,769.77,223.92,84.75,64.90,0.7688,-1,-1,-1
138,45,196.63,278.57,144.79,50.50,0.8351,-1,-1,-1
138,54,702.66,505.84,147.49,34.16,0.5296,-1,-1,-1
139,3,227.26,256.64,67.43,29.76,0.5650,-1,-1,-1
139,14,0.00,342.81,345.73,197.19,0.9231,-1,-1,-1
139,42,762.11,224.38,86.30,65.29,0.7154,-1,-1,-1
139,45,181.37,279.22,145.40,51.21,0.8100,-1,-1,-1
139,54,696.87,499.87,172.49,40.13,0.6764,-1,-1,-1
